[GIN] 2023/11/22 - 16:51:33 | 200 |      1.3703ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:51:36 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:51:36 | 200 |      1.3007ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:51:39 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:51:39 | 200 |       661.8µs |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:51:42 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:51:42 | 200 |         650µs |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:51:45 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:51:45 | 200 |      1.1538ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:51:48 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:51:48 | 200 |       653.4µs |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:51:51 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:51:51 | 200 |       550.9µs |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:51:54 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:51:54 | 200 |      1.1682ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:51:57 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:51:57 | 200 |      1.0161ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:00 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:00 | 200 |      1.1057ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:03 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:03 | 200 |      1.4019ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:06 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:06 | 200 |      1.2125ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:09 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:09 | 200 |        1.24ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:12 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:12 | 200 |      1.3626ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:15 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:15 | 200 |      1.4106ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:18 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:18 | 200 |       884.8µs |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:21 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:21 | 200 |      1.3996ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:24 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:24 | 200 |      1.0828ms |             ::1 | GET      "/api/layout/info"
